obs,date,year,month,day,locality,site,bar,station,quadrat,counter,live_dead,size,count,treatment
285,5/24/2010,2010,5,24,CR,N,3,CRN3,-999,NA,L,43,1,control
286,5/24/2010,2010,5,24,CR,N,3,CRN3,-999,NA,L,51,1,control
287,5/24/2010,2010,5,24,CR,N,3,CRN3,-999,NA,L,40,1,control
288,5/24/2010,2010,5,24,CR,N,3,CRN3,-999,NA,L,50,1,control
289,5/24/2010,2010,5,24,CR,N,3,CRN3,-999,NA,L,68,1,control
290,5/24/2010,2010,5,24,CR,N,3,CRN3,-999,NA,L,70,1,control
291,5/24/2010,2010,5,24,CR,N,3,CRN3,-999,NA,L,50,1,control
292,5/24/2010,2010,5,24,CR,N,3,CRN3,-999,NA,L,51,1,control
293,5/24/2010,2010,5,24,CR,N,3,CRN3,-999,NA,L,67,1,control
294,5/24/2010,2010,5,24,CR,N,3,CRN3,-999,NA,L,74,1,control
295,5/24/2010,2010,5,24,CR,N,3,CRN3,-999,NA,L,50,1,control
296,5/24/2010,2010,5,24,CR,N,3,CRN3,-999,NA,L,48,1,control
297,5/24/2010,2010,5,24,CR,N,3,CRN3,-999,NA,L,67,1,control
298,5/24/2010,2010,5,24,CR,N,3,CRN3,-999,NA,L,50,1,control
299,5/24/2010,2010,5,24,CR,N,3,CRN3,-999,NA,L,46,1,control
300,5/24/2010,2010,5,24,CR,N,3,CRN3,-999,NA,L,59,1,control
301,5/24/2010,2010,5,24,CR,N,3,CRN3,-999,NA,L,46,1,control
302,5/24/2010,2010,5,24,CR,N,3,CRN3,-999,NA,L,64,1,control
303,5/24/2010,2010,5,24,CR,N,3,CRN3,-999,NA,L,64,1,control
304,5/24/2010,2010,5,24,CR,N,3,CRN3,-999,NA,L,49,1,control
305,5/24/2010,2010,5,24,CR,N,3,CRN3,-999,NA,L,26,1,control
306,5/24/2010,2010,5,24,CR,N,3,CRN3,-999,NA,L,36,1,control
307,5/24/2010,2010,5,24,CR,N,3,CRN3,-999,NA,L,29,1,control
308,5/24/2010,2010,5,24,CR,N,3,CRN3,-999,NA,L,28,1,control
309,5/24/2010,2010,5,24,CR,N,3,CRN3,-999,NA,L,49,1,control
310,5/24/2010,2010,5,24,CR,N,3,CRN3,-999,NA,L,45,1,control
311,5/24/2010,2010,5,24,CR,N,3,CRN3,-999,NA,L,44,1,control
312,5/24/2010,2010,5,24,CR,N,3,CRN3,-999,NA,L,39,1,control
313,5/24/2010,2010,5,24,CR,N,3,CRN3,-999,NA,L,44,1,control
314,5/24/2010,2010,5,24,CR,N,3,CRN3,-999,NA,L,48,1,control
315,5/24/2010,2010,5,24,CR,N,3,CRN3,-999,NA,L,52,1,control
316,5/24/2010,2010,5,24,CR,N,3,CRN3,-999,NA,L,46,1,control
317,5/24/2010,2010,5,24,CR,N,3,CRN3,-999,NA,L,58,1,control
318,5/24/2010,2010,5,24,CR,N,3,CRN3,-999,NA,L,49,1,control
319,5/24/2010,2010,5,24,CR,N,3,CRN3,-999,NA,L,47,1,control
320,5/24/2010,2010,5,24,CR,N,3,CRN3,-999,NA,L,44,1,control
321,5/24/2010,2010,5,24,CR,N,3,CRN3,-999,NA,L,16,1,control
322,5/24/2010,2010,5,24,CR,N,3,CRN3,-999,NA,D,-999,0,control
323,5/24/2010,2010,5,24,CR,N,3,CRN3,-999,NA,L,-999,1,control
324,5/24/2010,2010,5,24,CR,N,3,CRN3,-999,NA,D,-999,0,control
325,5/24/2010,2010,5,24,CR,N,3,CRN3,-999,NA,L,67,1,control
326,5/24/2010,2010,5,24,CR,N,3,CRN3,-999,NA,L,53,1,control
327,5/24/2010,2010,5,24,CR,N,3,CRN3,-999,NA,L,42,1,control
328,5/24/2010,2010,5,24,CR,N,3,CRN3,-999,NA,L,29,1,control
329,5/24/2010,2010,5,24,CR,N,3,CRN3,-999,NA,D,-999,3,control
330,5/24/2010,2010,5,24,CR,N,3,CRN3,-999,NA,L,-999,28,control
331,5/24/2010,2010,5,24,CR,N,3,CRN3,-999,NA,D,-999,0,control
332,5/24/2010,2010,5,24,CR,N,3,CRN3,-999,NA,L,-999,0,control
333,5/24/2010,2010,5,24,CR,N,3,CRN3,-999,NA,D,-999,0,control
334,5/24/2010,2010,5,24,CR,N,3,CRN3,-999,NA,L,46,1,control
335,5/24/2010,2010,5,24,CR,N,3,CRN3,-999,NA,L,34,1,control
336,5/24/2010,2010,5,24,CR,N,3,CRN3,-999,NA,L,47,1,control
337,5/24/2010,2010,5,24,CR,N,3,CRN3,-999,NA,D,19,1,control
338,5/24/2010,2010,5,24,CR,N,3,CRN3,-999,NA,D,23,1,control
339,5/24/2010,2010,5,24,CR,N,3,CRN3,-999,NA,L,29,1,control
340,5/24/2010,2010,5,24,CR,N,3,CRN3,-999,NA,L,30,1,control
341,5/24/2010,2010,5,24,CR,N,3,CRN3,-999,NA,D,-999,0,control
342,5/24/2010,2010,5,24,CR,N,3,CRN3,-999,NA,L,-999,0,control
343,5/24/2010,2010,5,24,CR,N,3,CRN3,-999,NA,D,-999,0,control
344,5/24/2010,2010,5,24,CR,N,3,CRN3,-999,NA,L,-999,0,control
345,5/24/2010,2010,5,24,CR,N,3,CRN3,-999,NA,D,-999,0,control
346,5/24/2010,2010,5,24,CR,N,3,CRN3,-999,NA,L,-999,0,control
347,5/24/2010,2010,5,24,CR,N,3,CRN3,-999,NA,D,-999,0,control
348,5/24/2010,2010,5,24,CR,N,3,CRN3,-999,NA,L,-999,3,control
349,5/24/2010,2010,5,24,CR,N,3,CRN3,-999,NA,D,-999,0,control
350,5/24/2010,2010,5,24,CR,N,3,CRN3,-999,NA,L,-999,10,control
351,5/24/2010,2010,5,24,CR,O,1,CRO1,-999,DREW/FREDRICK,D,-999,0,control
352,5/24/2010,2010,5,24,CR,O,1,CRO1,-999,DREW/FREDRICK,L,-999,0,control
353,5/24/2010,2010,5,24,CR,O,1,CRO1,-999,DREW/FREDRICK,D,-999,0,control
354,5/24/2010,2010,5,24,CR,O,1,CRO1,-999,DREW/FREDRICK,L,-999,0,control
355,5/24/2010,2010,5,24,CR,O,1,CRO1,-999,DREW/FREDRICK,D,-999,0,control
356,5/24/2010,2010,5,24,CR,O,1,CRO1,-999,DREW/FREDRICK,L,-999,0,control
357,5/24/2010,2010,5,24,CR,O,1,CRO1,-999,DREW/FREDRICK,D,-999,0,control
358,5/24/2010,2010,5,24,CR,O,1,CRO1,-999,DREW/FREDRICK,L,-999,0,control
359,5/24/2010,2010,5,24,CR,O,1,CRO1,-999,DREW/FREDRICK,D,-999,0,control
360,5/24/2010,2010,5,24,CR,O,1,CRO1,-999,DREW/FREDRICK,L,-999,0,control
361,5/24/2010,2010,5,24,CR,O,1,CRO1,-999,DREW/FREDRICK,D,-999,0,control
362,5/24/2010,2010,5,24,CR,O,1,CRO1,-999,DREW/FREDRICK,L,-999,0,control
363,5/24/2010,2010,5,24,CR,O,1,CRO1,-999,DREW/FREDRICK,D,-999,0,control
364,5/24/2010,2010,5,24,CR,O,1,CRO1,-999,DREW/FREDRICK,L,-999,0,control
365,5/24/2010,2010,5,24,CR,O,1,CRO1,-999,DREW/FREDRICK,D,-999,0,control
366,5/24/2010,2010,5,24,CR,O,1,CRO1,-999,DREW/FREDRICK,L,-999,0,control
367,5/24/2010,2010,5,24,CR,O,1,CRO1,-999,DREW/FREDRICK,D,-999,0,control
368,5/24/2010,2010,5,24,CR,O,1,CRO1,-999,DREW/FREDRICK,L,-999,0,control
369,5/24/2010,2010,5,24,CR,O,1,CRO1,-999,DREW/FREDRICK,D,-999,0,control
370,5/24/2010,2010,5,24,CR,O,1,CRO1,-999,DREW/FREDRICK,L,-999,0,control
371,5/24/2010,2010,5,24,CR,O,1,CRO1,-999,DREW/FREDRICK,D,-999,0,control
372,5/24/2010,2010,5,24,CR,O,1,CRO1,-999,DREW/FREDRICK,L,-999,0,control
373,5/24/2010,2010,5,24,CR,O,1,CRO1,-999,DREW/FREDRICK,D,-999,0,control
374,5/24/2010,2010,5,24,CR,O,1,CRO1,-999,DREW/FREDRICK,L,-999,0,control
375,5/24/2010,2010,5,24,CR,O,1,CRO1,-999,DREW/FREDRICK,D,-999,0,control
376,5/24/2010,2010,5,24,CR,O,1,CRO1,-999,DREW/FREDRICK,L,-999,0,control
377,5/24/2010,2010,5,24,CR,O,2,CRO2,-999,NA,D,63,1,control
378,5/24/2010,2010,5,24,CR,O,2,CRO2,-999,NA,L,-999,0,control
379,5/24/2010,2010,5,24,CR,O,2,CRO2,-999,NA,D,-999,0,control
380,5/24/2010,2010,5,24,CR,O,2,CRO2,-999,NA,L,64.15,1,control
381,5/24/2010,2010,5,24,CR,O,2,CRO2,-999,NA,L,58.2,1,control
382,5/24/2010,2010,5,24,CR,O,2,CRO2,-999,NA,D,-999,0,control
383,5/24/2010,2010,5,24,CR,O,2,CRO2,-999,NA,L,-999,0,control
384,5/24/2010,2010,5,24,CR,O,2,CRO2,-999,NA,D,36,1,control
385,5/24/2010,2010,5,24,CR,O,2,CRO2,-999,NA,L,-999,0,control
386,5/24/2010,2010,5,24,CR,O,2,CRO2,-999,NA,D,34,1,control
387,5/24/2010,2010,5,24,CR,O,2,CRO2,-999,NA,D,36,1,control
388,5/24/2010,2010,5,24,CR,O,2,CRO2,-999,NA,L,37,1,control
389,5/24/2010,2010,5,24,CR,O,2,CRO2,-999,NA,L,25,1,control
390,5/24/2010,2010,5,24,CR,O,2,CRO2,-999,NA,D,-999,0,control
391,5/24/2010,2010,5,24,CR,O,2,CRO2,-999,NA,L,-999,0,control
392,5/24/2010,2010,5,24,CR,O,2,CRO2,-999,NA,D,-999,0,control
393,5/24/2010,2010,5,24,CR,O,2,CRO2,-999,NA,L,51,1,control
394,5/24/2010,2010,5,24,CR,O,2,CRO2,-999,NA,L,48.9,1,control
395,5/24/2010,2010,5,24,CR,O,2,CRO2,-999,NA,L,31.2,1,control
396,5/24/2010,2010,5,24,CR,O,2,CRO2,-999,NA,L,37.4,1,control
397,5/24/2010,2010,5,24,CR,O,2,CRO2,-999,NA,L,36.9,1,control
398,5/24/2010,2010,5,24,CR,O,2,CRO2,-999,NA,L,34,1,control
399,5/24/2010,2010,5,24,CR,O,2,CRO2,-999,NA,L,38,1,control
400,5/24/2010,2010,5,24,CR,O,2,CRO2,-999,NA,L,39,1,control
401,5/24/2010,2010,5,24,CR,O,2,CRO2,-999,NA,L,29,1,control
402,5/24/2010,2010,5,24,CR,O,2,CRO2,-999,NA,L,27,1,control
403,5/24/2010,2010,5,24,CR,O,2,CRO2,-999,NA,D,51,1,control
404,5/24/2010,2010,5,24,CR,O,2,CRO2,-999,NA,D,44,1,control
405,5/24/2010,2010,5,24,CR,O,2,CRO2,-999,NA,L,30,1,control
406,5/24/2010,2010,5,24,CR,O,2,CRO2,-999,NA,L,38,1,control
407,5/24/2010,2010,5,24,CR,O,2,CRO2,-999,NA,L,38,1,control
408,5/24/2010,2010,5,24,CR,O,2,CRO2,-999,NA,L,32,1,control
409,5/24/2010,2010,5,24,CR,O,2,CRO2,-999,NA,L,49,1,control
410,5/24/2010,2010,5,24,CR,O,2,CRO2,-999,NA,L,40,1,control
411,5/24/2010,2010,5,24,CR,O,2,CRO2,-999,NA,L,39,1,control
412,5/24/2010,2010,5,24,CR,O,2,CRO2,-999,NA,L,48,1,control
413,5/24/2010,2010,5,24,CR,O,2,CRO2,-999,NA,D,-999,10,control
414,5/24/2010,2010,5,24,CR,O,2,CRO2,-999,NA,L,-999,39,control
415,5/24/2010,2010,5,24,CR,O,2,CRO2,-999,NA,D,25,1,control
416,5/24/2010,2010,5,24,CR,O,2,CRO2,-999,NA,D,32,1,control
417,5/24/2010,2010,5,24,CR,O,2,CRO2,-999,NA,D,19,1,control
418,5/24/2010,2010,5,24,CR,O,2,CRO2,-999,NA,D,35,1,control
419,5/24/2010,2010,5,24,CR,O,2,CRO2,-999,NA,L,36,1,control
420,5/24/2010,2010,5,24,CR,O,2,CRO2,-999,NA,L,32,1,control
421,5/24/2010,2010,5,24,CR,O,2,CRO2,-999,NA,L,30,1,control
422,5/24/2010,2010,5,24,CR,O,2,CRO2,-999,NA,L,34,1,control
423,5/24/2010,2010,5,24,CR,O,2,CRO2,-999,NA,L,35,1,control
424,5/24/2010,2010,5,24,CR,O,2,CRO2,-999,NA,L,34,1,control
425,5/24/2010,2010,5,24,CR,O,2,CRO2,-999,NA,L,37,1,control
426,5/24/2010,2010,5,24,CR,O,2,CRO2,-999,NA,L,20,1,control
427,5/24/2010,2010,5,24,CR,O,2,CRO2,-999,NA,L,32,1,control
428,5/24/2010,2010,5,24,CR,O,2,CRO2,-999,NA,L,31,1,control
429,5/24/2010,2010,5,24,CR,O,2,CRO2,-999,NA,L,36,1,control
430,5/24/2010,2010,5,24,CR,O,2,CRO2,-999,NA,L,32,1,control
431,5/24/2010,2010,5,24,CR,O,2,CRO2,-999,NA,L,32,1,control
432,5/24/2010,2010,5,24,CR,O,2,CRO2,-999,NA,L,35,1,control
433,5/24/2010,2010,5,24,CR,O,2,CRO2,-999,NA,L,33,1,control
434,5/24/2010,2010,5,24,CR,O,2,CRO2,-999,NA,L,45,1,control
435,5/24/2010,2010,5,24,CR,O,2,CRO2,-999,NA,L,40,1,control
436,5/24/2010,2010,5,24,CR,O,2,CRO2,-999,NA,L,46,1,control
437,5/24/2010,2010,5,24,CR,O,2,CRO2,-999,NA,L,43,1,control
438,5/24/2010,2010,5,24,CR,O,2,CRO2,-999,NA,D,-999,2,control
439,5/24/2010,2010,5,24,CR,O,2,CRO2,-999,NA,L,-999,8,control
440,5/24/2010,2010,5,24,CR,O,3,CRO3,-999,FREDRICK,D,-999,0,control
441,5/24/2010,2010,5,24,CR,O,3,CRO3,-999,FREDRICK,L,-999,0,control
442,5/24/2010,2010,5,24,CR,O,3,CRO3,-999,FREDRICK,D,-999,0,control
443,5/24/2010,2010,5,24,CR,O,3,CRO3,-999,FREDRICK,L,-999,0,control
444,5/24/2010,2010,5,24,CR,O,3,CRO3,-999,FREDRICK,D,-999,0,control
445,5/24/2010,2010,5,24,CR,O,3,CRO3,-999,FREDRICK,L,-999,0,control
446,5/24/2010,2010,5,24,CR,O,3,CRO3,-999,FREDRICK,D,-999,0,control
447,5/24/2010,2010,5,24,CR,O,3,CRO3,-999,FREDRICK,L,-999,0,control
448,5/24/2010,2010,5,24,CR,O,3,CRO3,-999,FREDRICK,D,38,1,control
449,5/24/2010,2010,5,24,CR,O,3,CRO3,-999,FREDRICK,D,43.2,1,control
450,5/24/2010,2010,5,24,CR,O,3,CRO3,-999,FREDRICK,L,-999,0,control
451,5/24/2010,2010,5,24,CR,O,3,CRO3,-999,FREDRICK,D,-999,0,control
452,5/24/2010,2010,5,24,CR,O,3,CRO3,-999,FREDRICK,L,-999,0,control
453,5/24/2010,2010,5,24,CR,O,3,CRO3,-999,FREDRICK,D,-999,0,control
454,5/24/2010,2010,5,24,CR,O,3,CRO3,-999,FREDRICK,L,-999,0,control
455,5/24/2010,2010,5,24,CR,O,3,CRO3,-999,FREDRICK,D,-999,0,control
456,5/24/2010,2010,5,24,CR,O,3,CRO3,-999,FREDRICK,L,-999,0,control
457,5/24/2010,2010,5,24,CR,O,3,CRO3,-999,FREDRICK,D,-999,0,control
458,5/24/2010,2010,5,24,CR,O,3,CRO3,-999,FREDRICK,L,-999,0,control
459,5/24/2010,2010,5,24,CR,O,3,CRO3,-999,FREDRICK,D,-999,0,control
460,5/24/2010,2010,5,24,CR,O,3,CRO3,-999,FREDRICK,L,-999,0,control
461,5/24/2010,2010,5,24,CR,O,3,CRO3,-999,FREDRICK,D,27.2,1,control
462,5/24/2010,2010,5,24,CR,O,3,CRO3,-999,FREDRICK,L,-999,0,control
463,5/25/2010,2010,5,25,HB,I,1,HBI1,-999,JANESSY,D,-999,3,control
464,5/25/2010,2010,5,25,HB,I,1,HBI1,-999,JANESSY,L,-999,36,control
465,5/25/2010,2010,5,25,HB,I,1,HBI1,-999,JANESSY,D,-999,8,control
466,5/25/2010,2010,5,25,HB,I,1,HBI1,-999,JANESSY,L,-999,66,control
467,5/25/2010,2010,5,25,HB,I,1,HBI1,-999,JANESSY,D,-999,0,control
468,5/25/2010,2010,5,25,HB,I,1,HBI1,-999,JANESSY,L,-999,0,control
469,5/25/2010,2010,5,25,HB,I,1,HBI1,-999,JANESSY,D,51,1,control
470,5/25/2010,2010,5,25,HB,I,1,HBI1,-999,JANESSY,D,36.2,1,control
471,5/25/2010,2010,5,25,HB,I,1,HBI1,-999,JANESSY,D,46.4,1,control
472,5/25/2010,2010,5,25,HB,I,1,HBI1,-999,JANESSY,D,28.4,1,control
473,5/25/2010,2010,5,25,HB,I,1,HBI1,-999,JANESSY,D,33.5,1,control
474,5/25/2010,2010,5,25,HB,I,1,HBI1,-999,JANESSY,L,24.3,1,control
475,5/25/2010,2010,5,25,HB,I,1,HBI1,-999,JANESSY,D,42.2,1,control
476,5/25/2010,2010,5,25,HB,I,1,HBI1,-999,JANESSY,D,26.7,1,control
477,5/25/2010,2010,5,25,HB,I,1,HBI1,-999,JANESSY,D,38,1,control
478,5/25/2010,2010,5,25,HB,I,1,HBI1,-999,JANESSY,D,43.4,1,control
479,5/25/2010,2010,5,25,HB,I,1,HBI1,-999,JANESSY,D,35.5,1,control
480,5/25/2010,2010,5,25,HB,I,1,HBI1,-999,JANESSY,L,32.1,1,control
481,5/25/2010,2010,5,25,HB,I,1,HBI1,-999,JANESSY,L,39.1,1,control
482,5/25/2010,2010,5,25,HB,I,1,HBI1,-999,JANESSY,L,42.3,1,control
483,5/25/2010,2010,5,25,HB,I,1,HBI1,-999,JANESSY,L,19.5,1,control
484,5/25/2010,2010,5,25,HB,I,1,HBI1,-999,JANESSY,L,35,1,control
485,5/25/2010,2010,5,25,HB,I,1,HBI1,-999,JANESSY,L,32.5,1,control
486,5/25/2010,2010,5,25,HB,I,1,HBI1,-999,JANESSY,L,22.1,1,control
487,5/25/2010,2010,5,25,HB,I,1,HBI1,-999,JANESSY,L,32.9,1,control
488,5/25/2010,2010,5,25,HB,I,1,HBI1,-999,JANESSY,L,25.7,1,control
489,5/25/2010,2010,5,25,HB,I,1,HBI1,-999,JANESSY,L,39.9,1,control
490,5/25/2010,2010,5,25,HB,I,1,HBI1,-999,JANESSY,L,39,1,control
491,5/25/2010,2010,5,25,HB,I,1,HBI1,-999,JANESSY,L,58.7,1,control
492,5/25/2010,2010,5,25,HB,I,1,HBI1,-999,JANESSY,L,27.1,1,control
493,5/25/2010,2010,5,25,HB,I,1,HBI1,-999,JANESSY,L,20.3,1,control
494,5/25/2010,2010,5,25,HB,I,1,HBI1,-999,JANESSY,L,25.2,1,control
495,5/25/2010,2010,5,25,HB,I,1,HBI1,-999,JANESSY,L,34.5,1,control
496,5/25/2010,2010,5,25,HB,I,1,HBI1,-999,JANESSY,L,48.6,1,control
497,5/25/2010,2010,5,25,HB,I,1,HBI1,-999,JANESSY,L,25.7,1,control
498,5/25/2010,2010,5,25,HB,I,1,HBI1,-999,JANESSY,L,21,1,control
499,5/25/2010,2010,5,25,HB,I,1,HBI1,-999,JANESSY,L,25.6,1,control
500,5/25/2010,2010,5,25,HB,I,1,HBI1,-999,JANESSY,L,32,1,control
501,5/25/2010,2010,5,25,HB,I,1,HBI1,-999,JANESSY,L,26.5,1,control
502,5/25/2010,2010,5,25,HB,I,1,HBI1,-999,JANESSY,L,18.4,1,control
503,5/25/2010,2010,5,25,HB,I,1,HBI1,-999,JANESSY,D,-999,3,control
504,5/25/2010,2010,5,25,HB,I,1,HBI1,-999,JANESSY,L,-999,21,control
505,5/25/2010,2010,5,25,HB,I,1,HBI1,-999,JANESSY,D,41,1,control
506,5/25/2010,2010,5,25,HB,I,1,HBI1,-999,JANESSY,D,32.7,1,control
507,5/25/2010,2010,5,25,HB,I,1,HBI1,-999,JANESSY,D,45.5,1,control
508,5/25/2010,2010,5,25,HB,I,1,HBI1,-999,JANESSY,D,47.2,1,control
509,5/25/2010,2010,5,25,HB,I,1,HBI1,-999,JANESSY,D,53.5,1,control
510,5/25/2010,2010,5,25,HB,I,1,HBI1,-999,JANESSY,D,31,1,control
511,5/25/2010,2010,5,25,HB,I,1,HBI1,-999,JANESSY,D,49.6,1,control
512,5/25/2010,2010,5,25,HB,I,1,HBI1,-999,JANESSY,L,29.6,1,control
513,5/25/2010,2010,5,25,HB,I,1,HBI1,-999,JANESSY,L,26,1,control
514,5/25/2010,2010,5,25,HB,I,1,HBI1,-999,JANESSY,L,24.7,1,control
515,5/25/2010,2010,5,25,HB,I,1,HBI1,-999,JANESSY,L,43,1,control
516,5/25/2010,2010,5,25,HB,I,1,HBI1,-999,JANESSY,L,51.9,1,control
517,5/25/2010,2010,5,25,HB,I,1,HBI1,-999,JANESSY,L,51,1,control
518,5/25/2010,2010,5,25,HB,I,1,HBI1,-999,JANESSY,L,35.2,1,control
519,5/25/2010,2010,5,25,HB,I,1,HBI1,-999,JANESSY,L,32,1,control
520,5/25/2010,2010,5,25,HB,I,1,HBI1,-999,JANESSY,L,25.7,1,control
521,5/25/2010,2010,5,25,HB,I,1,HBI1,-999,JANESSY,L,17.2,1,control
522,5/25/2010,2010,5,25,HB,I,1,HBI1,-999,JANESSY,L,18.9,1,control
523,5/25/2010,2010,5,25,HB,I,1,HBI1,-999,JANESSY,L,29.1,1,control
524,5/25/2010,2010,5,25,HB,I,1,HBI1,-999,JANESSY,L,26.9,1,control
525,5/25/2010,2010,5,25,HB,I,1,HBI1,-999,JANESSY,L,23.6,1,control
526,5/25/2010,2010,5,25,HB,I,1,HBI1,-999,JANESSY,L,32.7,1,control
527,5/25/2010,2010,5,25,HB,I,1,HBI1,-999,JANESSY,L,30.1,1,control
528,5/25/2010,2010,5,25,HB,I,1,HBI1,-999,JANESSY,L,23.9,1,control
529,5/25/2010,2010,5,25,HB,I,1,HBI1,-999,JANESSY,L,32.7,1,control
530,5/25/2010,2010,5,25,HB,I,1,HBI1,-999,JANESSY,L,53.2,1,control
531,5/25/2010,2010,5,25,HB,I,1,HBI1,-999,JANESSY,L,36.7,1,control
532,5/25/2010,2010,5,25,HB,I,1,HBI1,-999,JANESSY,L,27.8,1,control
533,5/25/2010,2010,5,25,HB,I,1,HBI1,-999,JANESSY,L,29.2,1,control
534,5/25/2010,2010,5,25,HB,I,1,HBI1,-999,JANESSY,D,49,1,control
535,5/25/2010,2010,5,25,HB,I,1,HBI1,-999,JANESSY,D,14.5,1,control
536,5/25/2010,2010,5,25,HB,I,1,HBI1,-999,JANESSY,D,38.7,1,control
537,5/25/2010,2010,5,25,HB,I,1,HBI1,-999,JANESSY,D,36.2,1,control
538,5/25/2010,2010,5,25,HB,I,1,HBI1,-999,JANESSY,D,40.2,1,control
539,5/25/2010,2010,5,25,HB,I,1,HBI1,-999,JANESSY,D,50,1,control
540,5/25/2010,2010,5,25,HB,I,1,HBI1,-999,JANESSY,D,59.2,1,control
541,5/25/2010,2010,5,25,HB,I,1,HBI1,-999,JANESSY,D,54.2,1,control
542,5/25/2010,2010,5,25,HB,I,1,HBI1,-999,JANESSY,D,36.4,1,control
543,5/25/2010,2010,5,25,HB,I,1,HBI1,-999,JANESSY,D,36.6,1,control
544,5/25/2010,2010,5,25,HB,I,1,HBI1,-999,JANESSY,L,41.4,1,control
545,5/25/2010,2010,5,25,HB,I,1,HBI1,-999,JANESSY,L,30,1,control
546,5/25/2010,2010,5,25,HB,I,1,HBI1,-999,JANESSY,L,24.8,1,control
547,5/25/2010,2010,5,25,HB,I,1,HBI1,-999,JANESSY,L,43.8,1,control
548,5/25/2010,2010,5,25,HB,I,1,HBI1,-999,JANESSY,L,33,1,control
549,5/25/2010,2010,5,25,HB,I,1,HBI1,-999,JANESSY,L,38.6,1,control
550,5/25/2010,2010,5,25,HB,I,1,HBI1,-999,JANESSY,L,36.2,1,control
551,5/25/2010,2010,5,25,HB,I,1,HBI1,-999,JANESSY,L,33.4,1,control
552,5/25/2010,2010,5,25,HB,I,1,HBI1,-999,JANESSY,L,20,1,control
553,5/25/2010,2010,5,25,HB,I,1,HBI1,-999,JANESSY,L,44.7,1,control
554,5/25/2010,2010,5,25,HB,I,1,HBI1,-999,JANESSY,L,16.7,1,control
555,5/25/2010,2010,5,25,HB,I,1,HBI1,-999,JANESSY,L,26.8,1,control
556,5/25/2010,2010,5,25,HB,I,1,HBI1,-999,JANESSY,L,33.5,1,control
557,5/25/2010,2010,5,25,HB,I,1,HBI1,-999,JANESSY,L,22,1,control
558,5/25/2010,2010,5,25,HB,I,1,HBI1,-999,JANESSY,L,26.2,1,control
559,5/25/2010,2010,5,25,HB,I,1,HBI1,-999,JANESSY,L,37.1,1,control
560,5/25/2010,2010,5,25,HB,I,1,HBI1,-999,JANESSY,L,36,1,control
561,5/25/2010,2010,5,25,HB,I,1,HBI1,-999,JANESSY,L,42.2,1,control
562,5/25/2010,2010,5,25,HB,I,1,HBI1,-999,JANESSY,L,32,1,control
563,5/25/2010,2010,5,25,HB,I,1,HBI1,-999,JANESSY,L,31.5,1,control
564,5/25/2010,2010,5,25,HB,I,1,HBI1,-999,JANESSY,L,38.7,1,control
565,5/25/2010,2010,5,25,HB,I,1,HBI1,-999,JANESSY,L,20.6,1,control
566,5/25/2010,2010,5,25,HB,I,1,HBI1,-999,JANESSY,L,19.6,1,control
567,5/25/2010,2010,5,25,HB,I,1,HBI1,-999,JANESSY,L,30.5,1,control
568,5/25/2010,2010,5,25,HB,I,1,HBI1,-999,JANESSY,L,27.6,1,control
569,5/25/2010,2010,5,25,HB,I,1,HBI1,-999,JANESSY,D,-999,14,control
570,5/25/2010,2010,5,25,HB,I,1,HBI1,-999,JANESSY,L,-999,21,control
571,5/25/2010,2010,5,25,HB,I,1,HBI1,-999,JANESSY,D,65.5,1,control
572,5/25/2010,2010,5,25,HB,I,1,HBI1,-999,JANESSY,D,47.8,1,control
573,5/25/2010,2010,5,25,HB,I,1,HBI1,-999,JANESSY,L,29.3,1,control
574,5/25/2010,2010,5,25,HB,I,1,HBI1,-999,JANESSY,L,44.8,1,control
575,5/25/2010,2010,5,25,HB,I,1,HBI1,-999,JANESSY,L,42.8,1,control
576,5/25/2010,2010,5,25,HB,I,1,HBI1,-999,JANESSY,L,28.1,1,control
577,5/25/2010,2010,5,25,HB,I,1,HBI1,-999,JANESSY,L,19.6,1,control
578,5/25/2010,2010,5,25,HB,I,2,HBI2,-999,FREDRICK,D,-999,5,control
579,5/25/2010,2010,5,25,HB,I,2,HBI2,-999,FREDRICK,L,-999,57,control
580,5/25/2010,2010,5,25,HB,I,2,HBI2,-999,FREDRICK,D,-999,2,control
581,5/25/2010,2010,5,25,HB,I,2,HBI2,-999,FREDRICK,L,-999,13,control
582,5/25/2010,2010,5,25,HB,I,2,HBI2,-999,FREDRICK,L,-999,23,control
583,5/25/2010,2010,5,25,HB,I,2,HBI2,-999,FREDRICK,L,-999,2,control
584,5/25/2010,2010,5,25,HB,I,2,HBI2,-999,FREDRICK,D,40.6,1,control
585,5/25/2010,2010,5,25,HB,I,2,HBI2,-999,FREDRICK,D,70.4,1,control
586,5/25/2010,2010,5,25,HB,I,2,HBI2,-999,FREDRICK,D,41.3,1,control
587,5/25/2010,2010,5,25,HB,I,2,HBI2,-999,FREDRICK,D,54.9,1,control
588,5/25/2010,2010,5,25,HB,I,2,HBI2,-999,FREDRICK,D,45.7,1,control
589,5/25/2010,2010,5,25,HB,I,2,HBI2,-999,FREDRICK,D,64.5,1,control
590,5/25/2010,2010,5,25,HB,I,2,HBI2,-999,FREDRICK,D,67,1,control
591,5/25/2010,2010,5,25,HB,I,2,HBI2,-999,FREDRICK,D,54,1,control
592,5/25/2010,2010,5,25,HB,I,2,HBI2,-999,FREDRICK,D,44.1,1,control
